"word","length","n_synsets","n_synonyms","n_consonants","n_vowels","n_hypernyms","n_hyponyms","n_consonantconjuncts","n_syllables","frequency","label","avg_simplicity_rank"
"आसेब",0.25,0.166666666666667,0.548387096774194,0,1,0.923076923076923,0.305084745762712,0,0.333333333333333,0.000536063356936,1,3
"तम्बीह",1,0.25,0.131578947368421,1,0.666666666666667,0.3125,0.015929203539823,1,0.5,2.35810820769038E-05,1,1.5
"सौगात",0.5,0,0,0.5,0.5,0,0,0,0.333333333333333,0.019761110543285,1,3
"अरघ",0,1,1,0,0,1,1,0,0.333333333333333,0.001312296355576,1,2.66666666666667
"हरकारा",0.333333333333333,0,0,0.333333333333333,0,0,0,0,1,0.506020818547433,1,3
"पत्रवाहक",1,1,1,1,0,0.375,0,1,1,0.105379581072746,1,3
"कासिद",0,0,0,0,0,0,0,0,0,0.318127037200744,1,2.66666666666667
"क़ासिद",0.333333333333333,0,0,0,1,0,0,0,0,0,1,2.66666666666667
"हक़ारत",0.166666666666667,0.666666666666667,1,0.333333333333333,0.25,0.780487804878049,1,0,0.333333333333333,0,1,3
"परिहास",0.333333333333333,0.25,1,0.666666666666667,0.25,0.275862068965517,0.04,0,0.666666666666667,0.036921700283436,1,2.66666666666667
"ठिठोली",0.333333333333333,0,0.705882352941176,0.333333333333333,0.5,0.241379310344828,0.04,0,0.666666666666667,0.027969448755974,1,2
"ठट्ठा",0.166666666666667,0,0.705882352941176,0.333333333333333,0.25,0.241379310344828,0.04,1,0.333333333333333,0.000968173226168,1,1.66666666666667
"चुहल",0,0,0.705882352941176,0.333333333333333,0,0.241379310344828,0.04,0,0.333333333333333,0.012094481412611,1,2.33333333333333
"प्रहसन",0.333333333333333,0.25,0.735294117647059,1,0,0.344827586206897,0.04,1,1,0.019855235050944,1,1.66666666666667
"हास्य",0.166666666666667,0.5,0.823529411764706,0.333333333333333,0.25,0.310344827586207,0.88,1,0.333333333333333,0.377541454718692,1,2
"विनोदोक्ति",1,0,0.705882352941176,1,1,0.241379310344828,0.04,1,1,0,1,1.66666666666667
"अभिहास",0.333333333333333,0,0.705882352941176,0.333333333333333,0.5,0.241379310344828,0.04,0,0.666666666666667,0,1,3
"तफतीश",0.333333333333333,0,0.231884057971014,0.666666666666667,0.25,0.146341463414634,0.228070175438596,0,0.75,0.000534554903391,1,3
"तहक़ीक़",0.666666666666667,0.2,0.391304347826087,0.666666666666667,0.75,0.219512195121951,0.228070175438596,0,0.75,0,1,2.55555555555556
"पर्येषणा",0.833333333333333,0,0.231884057971014,1,0.75,0.146341463414634,0.228070175438596,1,0.75,1.06202960938551E-05,1,2.5
"पीनस",0,0.181818181818182,0.074074074074074,0,0,0.484848484848485,0.916666666666667,0,0,0.008908075916185,1,2.66666666666667
"म्याना",0.4,0,0.006172839506173,0,0.666666666666667,0,0.75,1,0.5,0,1,2.5
"खड़खड़िया",1,0.090909090909091,0.012345679012346,1,1,0.080808080808081,0.75,0,1,0,1,2.5
"शिविका",0.4,0.090909090909091,0.04320987654321,0,0.666666666666667,0.02020202020202,1,0,0.5,0.020209086442117,1,2.5
"सुखासन",0.4,0.181818181818182,0.067901234567901,0.5,0.333333333333333,0.353535353535354,0.75,0,0.5,0.050840469036773,1,2.5
"शिवीरथ",0.4,0,0.006172839506173,0.5,0.333333333333333,0,0.75,0,0.5,0,1,3
"पालंक",0.2,0.090909090909091,0.006172839506173,0,0.333333333333333,0.141414141414141,0,0,0,0,1,3
"मधुरा",0.2,1,1,0,0.333333333333333,1,0,0,0.5,0.009375095660859,1,2.5
"द्विजा",0.4,0.363636363636364,0.209876543209876,0,0.666666666666667,0.929292929292929,0,1,0.5,0.002996914940502,1,2.5
"मधुसूदनी",0.8,0,0,1,0.666666666666667,0.040404040404041,0,0,1,0.000352578228294,1,2.5
"पलक्या",0.4,0,0,0.5,0.333333333333333,0.040404040404041,0,1,0.5,0,1,2.5
"अर्ह",0.142857142857143,0.25,1,0.2,0.333333333333333,0.541666666666667,1,1,0,0.001576172571501,1,2.42857142857143
"सलीक़ेमंद",0.857142857142857,0.5,0.773333333333333,0.8,1,0,0,0,1,1.5853136543065E-05,1,1.8
"सलीकेमन्द",0.857142857142857,0.5,0.773333333333333,1,0.666666666666667,0,0,1,1,0,1,1.8
"सलीक़ेमन्द",1,0.5,0.773333333333333,1,1,0,0,1,1,3.17062730861301E-05,1,2.2
"सलीक़ामंद",0.857142857142857,0.5,0.773333333333333,0.8,1,0,0,0,1,1.5853136543065E-05,1,1.8
"सलीक़ामन्द",1,0.5,0.773333333333333,1,1,0,0,1,1,0.000110971955801,1,2.2
"सलीकामंद",0.714285714285714,0.5,0.773333333333333,0.8,0.666666666666667,0,0,0,1,0.000110971955801,1,2.2
"सलीकामन्द",0.857142857142857,0.5,0.773333333333333,1,0.666666666666667,0,0,1,1,0,1,2.6
"अलं",0,0,0.186666666666667,0,0.333333333333333,0,0,0,0.333333333333333,0.000745097417524,1,2.5
"मुस्तहक",0.571428571428571,0.25,0.2,0.8,0.333333333333333,0,0,1,0.666666666666667,0,1,2.33333333333333
"मुस्तहक़",0.714285714285714,0.25,0.2,0.8,0.666666666666667,0,0,1,0.666666666666667,0,1,2
"बेमेल",0.375,0.25,0.39622641509434,0.4,0.25,0,0,0,0.4,0.002313540069519,1,3.15384615384615
"असदृश",0.375,0,0.320754716981132,0.4,0.25,0,0,0,0.6,3.21102022139984E-05,1,3.15384615384615
"अनमिल",0.375,0.25,0.39622641509434,0.4,0.25,0,0,0,0.6,5.13763235423975E-05,1,2.84615384615385
"अनमिलत",0.5,0.25,0.39622641509434,0.6,0.25,0,0,0,0.8,0,1,2.92307692307692
"अबंधुर",0.5,0.5,0.650943396226415,0.4,0.5,0,0,0,0.6,0,1,3.07692307692308
"अबन्धुर",0.625,0.5,0.650943396226415,0.6,0.5,0,0,0.5,0.6,0,1,3.15384615384615
"अमिल",0.25,0.5,0.490566037735849,0.2,0.25,0,0,0,0.4,0.00036766181535,1,3
"अमेल",0.25,0.5,0.566037735849057,0.2,0.25,0,0,0,0.4,0.00011559672797,1,3.15384615384615
"अरगट",0.25,0,0.320754716981132,0.4,0,0,0,0,0.6,1.76606112176991E-05,1,3.07692307692308
"असम्बद्ध",0.75,0.5,0.783018867924528,0.8,0.5,0,0,1,0.6,0.004960253856353,1,3
"इकौंसा",0.5,0.5,0.783018867924528,0.2,0.75,0,0,0,0.6,0,1,3.15384615384615
"इकौसा",0.375,0.5,0.783018867924528,0.2,0.5,0,0,0,0.6,0,1,2.92307692307692
"मुखतलिफ़",0.75,0,0.320754716981132,0.8,0.5,0,0,0,0.8,0,1,3.07692307692308
"मुखतलिफ",0.625,0,0.320754716981132,0.8,0.25,0,0,0,0.8,9.79361167526952E-05,1,3.07692307692308
"नाना",0.25,0.25,0.075471698113208,0.2,0.25,0.472222222222222,0,0,0.4,0.013568235805944,1,3.14285714285714
"तीवन",0,0.5,0.375,0,0,0.148148148148148,0.009756097560976,0,0,0,1,3
"कज",0,0.5,0.381818181818182,0.25,0,0.367647058823529,0.729468599033816,0,0.2,0.008799746009251,1,3.07692307692308
"फ़ुतूर",0.571428571428571,0.75,1,0.5,0.75,0.441176470588235,0.386473429951691,0,0.4,0,1,3
"वणिक",0,0,0,0,0,0,0,0,0,0.001401177957669,1,2.66666666666667
"बनिक",0,0,0,0,0,0,0,0,0,0.000406099561628,1,2.66666666666667
"चहक",0,0,0,0.25,0,0,0,0,0.25,0.726388888888889,1,3
"चहचहाहट",1,0,0,1,0.5,0,0,0,1,0.08858024691358,1,3
"चहचहा",0.5,0,0,0.5,0.5,0,0,0,0.5,1,1,2.5
"कूजन",0.25,0.5,0.4,0.25,0.5,0.045454545454546,1,0,0.25,0.011728395061728,1,2.5
"कूज",0,0.5,0.4,0,0.5,0.045454545454546,1,0,0,0.016358024691358,1,2
"स्वास्थ्य",1,0,0,1,1,0.157142857142857,0,1,0.666666666666667,0.241259633041922,1,2.33333333333333
"तंदरुस्ती",1,0,0,1,1,0.157142857142857,0,0.333333333333333,1,0.000177554031359,1,2.33333333333333
"सेहत",0.285714285714286,0,0,0.5,0.25,0.157142857142857,0,0,0.333333333333333,0.030706056848681,1,3
"अरोगिता",0.714285714285714,0,0,0.5,1,0.157142857142857,0,0,1,2.94288449766924E-06,1,2.33333333333333
"बहाली",0.428571428571429,0.428571428571429,0.140939597315436,0.5,0.5,0.714285714285714,0,0,0.666666666666667,0.035733386549834,1,3
"अंतःकरण",0.714285714285714,0.142857142857143,0.248322147651007,0.75,0.75,0.171428571428571,0,0,1,0.011541438214822,1,3
"अन्तःकरण",0.857142857142857,0.142857142857143,0.248322147651007,1,0.75,0.171428571428571,0,0.333333333333333,1,0.008413646799635,1,3
"अंतस्",0.428571428571429,0.142857142857143,0.248322147651007,0.25,0.75,0.171428571428571,0,0.333333333333333,0.333333333333333,0.001008964972641,1,2.5
"अन्तस्",0.571428571428571,0.142857142857143,0.248322147651007,0.5,0.75,0.171428571428571,0,0.666666666666667,0.333333333333333,0.000711880841808,1,2.33333333333333
"आम्र",0.25,0,0,0.25,0.25,0,0,0.5,0.333333333333333,0.001218617706342,1,2
"आँब",0.125,0.333333333333333,0.545454545454545,0,0.25,0.451219512195122,0.966966966966967,0,0,0.000776796594801,1,2
"आंब",0.125,0.333333333333333,0.545454545454545,0,0.25,0.451219512195122,0.966966966966967,0,0,6.35298330320479E-05,1,2
"रसाल",0.25,0,0,0.5,0,0,0,0,0.333333333333333,0.001119149141098,1,2.5
"च्यूत",0.375,0.333333333333333,0.545454545454545,0.5,0.25,0.451219512195122,0.966966966966967,0.5,0.333333333333333,0.000184493246792,1,1.5
"प्रियांबु",0.875,0.333333333333333,0.545454545454545,0.75,1,0.451219512195122,0.966966966966967,0.5,1,0,1,2
"प्रियाम्बु",1,0.333333333333333,0.545454545454545,1,1,0.451219512195122,0.966966966966967,1,1,0,1,2
"केशवायुध",0.75,0.333333333333333,0.545454545454545,1,0.5,0.451219512195122,0.966966966966967,0,1,0,1,1.5
"कामायुध",0.625,1,1,0.75,0.5,1,1,0,0.666666666666667,0,1,2
"कामशर",0.375,0.666666666666667,0.662337662337662,0.75,0,0.865853658536585,0.993993993993994,0,0.666666666666667,5.77543936654981E-06,1,2.5
"कामांग",0.5,0.333333333333333,0.545454545454545,0.5,0.5,0.451219512195122,0.966966966966967,0,0.333333333333333,0.000112621067648,1,2.5
"वृषण",0.166666666666667,1,1,0.333333333333333,0.25,0.888888888888889,1,0,0.5,0.008620779568604,1,2.5
"अनड्वान्",0.833333333333333,0.25,0.601063829787234,0.666666666666667,1,0.031746031746032,0.051851851851852,1,1,4.655935223665E-05,1,2.5
"व्यग्रता",0.375,0.5,0.794117647058823,0.6,0.4,0.069767441860465,0,1,0,0.547935926043991,1,3
"आतुरता",0.125,0,0.617647058823529,0.2,0.4,0,0,0,0,0.058335989799171,1,2.75
"उत्कंठा",0.25,0.5,0.852941176470588,0.2,0.6,1,0,0.5,0,0.116000246632594,1,2
"उत्कण्ठा",0.375,0.5,0.852941176470588,0.4,0.6,1,0,1,0,0.015086325696692,1,2
"कातरता",0.125,0,0.617647058823529,0.4,0.2,0,0,0,0,0.024386356391457,1,3
"अतुराई",0.125,0,0.617647058823529,0,0.6,0,0,0,0,0,1,3
"अधृति",0,0.5,0.735294117647059,0,0.4,0.069767441860465,0,0,0,0,1,2.25
"आतुरताई",0.25,0,0.617647058823529,0.2,0.6,0,0,0,0.5,7.96939751354797E-05,1,2.25
"आतुरतायी",0.375,0,0.617647058823529,0.4,0.6,0,0,0,1,0,1,2.75
"अनवस्थित",0.375,0,0.617647058823529,0.6,0.4,0,0,0.5,0.5,0.000159387950271,1,2.25
"डावाँडोलपन",0.625,0,0.617647058823529,0.8,0.6,0,0,0,1,7.96939751354797E-05,1,2.75
"डावांडोलपन",0.625,0,0.617647058823529,0.8,0.6,0,0,0,1,0,1,2.75
"सुगबुगाहट",0.5,0,0.617647058823529,0.8,0.4,0,0,0,1,0.187121453618107,1,1.5
"अस्थिरचित्तता",1,0,0,1,1,0,0,1,1,0.002493765586035,1,2.375
"अभिनिविष्टता",0.875,0.5,0.352941176470588,0.8,1,0.174418604651163,0,0.5,1,0,1,1.625
"विश्वकद्रु",1,0,0.240506329113924,1,1,0.053571428571429,1,1,1,0.000209150399855,1,1.5
"पामर",0.25,0.333333333333333,0.075949367088608,0.25,0.25,1,0,0,0.333333333333333,0.023662932721738,1,3.16666666666667
"कितव",0.25,1,1,0.25,0.25,0.821428571428571,0.02088772845953,0,0.333333333333333,0.000145186512032,1,3
"तिरछी",0,0,0.214285714285714,0.5,0.5,0,0,0,0,1,1,2.66666666666667
"तिर्यक",1,0,0.214285714285714,1,0.5,0,0,1,0,0.016569054412575,1,2.33333333333333
"बाँका",0,1,1,0,1,1,1,0,0,0.009358770458157,1,2.5
"तिरपट",0,0,0.214285714285714,1,0,0,0,0,1,0.000150172698603,1,2
"तनेना",0,0,0,0.5,0.5,0.257142857142857,0,0,1,0,1,2.33333333333333
"वाणिज्यिक",0.75,0,1,0.5,1,0,0,1,0,0.269154950531875,1,2
"तिज़ारती",0.5,0,1,0,1,0,0,0,0,0,1,2.4
"तिजारती",0.25,0,1,0,0.666666666666667,0,0,0,0,0.002603585509187,1,1.8
"कमर्शियल",0.5,0,1,1,0.333333333333333,0,0,1,0.5,0.132615487614372,1,2.6
"कमर्शल",0,0,1,0.5,0,0,0,1,0,0.021832924198468,1,2.6
"निष्क्रय",1,1,1,1,1,1,0.848484848484848,1,0,0.000921137568285,1,3
"निष्कपट",0.571428571428571,0.090909090909091,0.242774566473988,0.8,0.4,0,0,0.5,0.5,0.002158986207454,1,2.66666666666667
"रिजु",0.142857142857143,0,0.092485549132948,0.2,0.4,0,0,0,0.25,0.000166022779379,1,3
"ऋजु",0,0.090909090909091,0.144508670520231,0,0.4,0,0,0,0.25,0.001019854216188,1,1.66666666666667
"सधर्म",0.285714285714286,0.272727272727273,0.323699421965318,0.6,0.2,0,0,0.5,0.25,8.20993724776231E-05,1,3
"सधर्मक",0.428571428571429,0.272727272727273,0.323699421965318,0.8,0.2,0,0,0.5,0.5,0,1,2.66666666666667
"अपैशुन",0.428571428571429,0,0.092485549132948,0.4,0.6,0,0,0,0.5,0,1,3
"प्रांजल",0.571428571428571,0.090909090909091,0.317919075144509,0.6,0.6,0,0,0.5,0.5,0.003672825394223,1,2.66666666666667
"अबोध",0.142857142857143,0.272727272727273,0.76878612716763,0.2,0.4,0,0,0,0.25,0.033063940724105,1,2.71428571428571
"मुग्धमति",0.714285714285714,0.090909090909091,0.658959537572254,0.8,0.6,0,0,0.5,0.5,0,1,2.57142857142857
"अवक्र",0.285714285714286,0.090909090909091,0.196531791907514,0.4,0.4,0,0,0.5,0.5,2.49682215786716E-06,1,2.66666666666667
"निर्व्याज",0.857142857142857,0,0.144508670520231,0.8,0.8,0,0,1,0.25,8.23951312096161E-05,1,3
"बाँकुड़ा",0.857142857142857,0.25,0.217391304347826,0.333333333333333,1,0.099099099099099,0,0,0.333333333333333,0.000166262870342,1,2.5
"बाँकड़ा",0.714285714285714,0.125,0.010869565217391,0.333333333333333,0.8,0.054054054054054,0,0,0.333333333333333,2.07828587927566E-05,1,2.5
"बांकुड़ा",0.857142857142857,0.25,0.217391304347826,0.333333333333333,1,0.099099099099099,0,0,0.333333333333333,0.001828891573763,1,2.5
"बांकड़ा",0.714285714285714,0,0,0.333333333333333,0.8,0,0,0,0.333333333333333,0.000336682312443,1,3
"अब्धि",0.8,1,1,0.666666666666667,1,1,1,1,0.5,0.000191835481891,1,2.8
"सम्मानित",0.5,1,0.780487804878049,0.6,0.333333333333333,0,0,0.333333333333333,0.75,0.26364402338355,1,2.25
"प्रतिष्ठित",0.75,0,0.463414634146341,0.8,0.666666666666667,0,0,0.666666666666667,1,0.085395125821218,1,1.25
"अग्रगण्य",0.5,1,0.926829268292683,0.6,0.333333333333333,0,0,0.666666666666667,1,0.000876967311001,1,1.6
"इज़्ज़तदार",0.75,0,0.463414634146341,0.6,1,0,0,0.333333333333333,0,8.68631124211355E-06,1,2.75
"गणमान्य",0.375,0,0.463414634146341,0.6,0,0,0,0.333333333333333,1,0.028994906926175,1,2.75
"संभ्रांत",0.5,0.5,0.609756097560976,0.4,0.666666666666667,0,0,0.333333333333333,0.5,0.005391303844272,1,2.25
"संभ्रान्त",0.625,0.5,0.609756097560976,0.6,0.666666666666667,0,0,0.666666666666667,0.5,0.000498015177881,1,2.5
"सम्भ्रान्त",0.75,0.5,0.609756097560976,0.8,0.666666666666667,0,0,1,0.5,0.000663055091481,1,3
"सम्भ्रांत",0.625,0.5,0.609756097560976,0.6,0.666666666666667,0,0,0.666666666666667,0.5,0.000306916330555,1,2
"अज़ीज़",0.25,0.5,0.560975609756098,0,0.666666666666667,0.732142857142857,1,0,0.5,2.8076726719567E-06,1,2.5
"अजीज",0,1,1,0,0,1,1,0,0.5,0.161381320691411,1,2.5
"बालानशीन",0.5,0,0.024390243902439,0.6,0.333333333333333,0.053571428571429,0,0,1,1.44771854035226E-05,1,2.5
"सुर्खरू",0.375,1,0.731707317073171,0.4,0.333333333333333,0,0,0.333333333333333,0.5,0.000315602641797,1,2.5
"सुर्ख़रूगण्य",1,0,0.463414634146341,1,1,0,0,0.666666666666667,1,0,1,2.25
"अहेड़",0.125,0.5,0.24390243902439,0,0.333333333333333,0.285714285714286,0,0,0.5,0,1,2.55555555555556
"झाड़",0,1,0.5,0,0,0.380952380952381,0.968553459119497,0,0,0.321550855991944,1,3.25
"गुच्छ",0.5,1,1,0.5,0,1,0.987421383647799,1,0,0.126082578046324,1,3.25
"गुच्छक",1,0,0.25,1,0,0,0.968553459119497,1,1,0,1,3
"झड़ाई",0.5,1,0,0,1,0.476190476190476,0,0,1,0,1,1.75
"अपाय",0.166666666666667,0,0.256983240223464,0,0.333333333333333,0.223880597014925,1,0,0.25,0.001329078997144,1,3
"स्नेहन",0.5,1,1,0.5,0.333333333333333,1,0.652173913043478,1,0.25,0.015900286847729,1,3.16666666666667
"बस्ती",0.25,0.6,0.5,0.333333333333333,0.333333333333333,0.197530864197531,0.724137931034483,1,0,0.728176849723718,1,2.66666666666667
"अबादानी",0.75,0.4,1,0.333333333333333,1,0.271604938271605,0.724137931034483,0,1,1.95880514558706E-05,1,2
"आबादानी",0.75,0.4,1,0.333333333333333,1,0.271604938271605,0.724137931034483,0,1,0,1,2
"आवसथ",0,0.2,0.5,0.333333333333333,0,0.08641975308642,1,0,0.5,7.11964655449012E-06,1,2.42857142857143
"आवादानी",0.75,0.4,1,0.333333333333333,1,0.271604938271605,0.724137931034483,0,1,0,1,3
"अपवर्तन",0.75,0.333333333333333,0.186440677966102,0.75,0.5,0.405405405405405,0,1,0.75,0.053149494008025,1,2.16666666666667
"आशङ्का",0.666666666666667,0.2,0.127659574468085,0.5,0.75,0.238805970149254,0.048076923076923,0.5,0.666666666666667,1.66877117253425E-05,1,2.33333333333333
"अंदोह",0.5,0.2,0.092198581560284,0,0.75,0.880597014925373,0,0,0.333333333333333,5.00631351760276E-05,1,2.28571428571429
"अन्दोह",0.666666666666667,0.2,0.092198581560284,0.5,0.75,0.880597014925373,0,0.5,0.333333333333333,0.000222502823005,1,2.42857142857143
"अपडर",0.333333333333333,0,0,0.5,0.25,0.149253731343284,0,0,0.666666666666667,2.78128528755709E-05,1,2.28571428571429
"अभिशङ्का",1,0.2,0.127659574468085,1,1,0.238805970149254,0.048076923076923,0.5,1,0,1,1.91666666666667
"भ्रांति",0.833333333333333,0.4,0.212765957446808,0.5,1,0.477611940298507,0.173076923076923,0.5,0.666666666666667,0.058984903691838,1,3.125
"आल",0,1,1,0,0.2,1,1,0,0,0.21377392017896,1,2.875
"अभिग्रह",0.714285714285714,0.181818181818182,0.638888888888889,0.75,0.6,0.105263157894737,0.323353293413174,0.5,0.666666666666667,0.000110231460434,1,2.33333333333333
"उपपत्ति",0.5,0.142857142857143,0.08130081300813,0.4,0.6,0.259615384615385,0.02803738317757,0.5,1,0,1,2
"व्यंगोक्ति",0.875,0,0.016260162601626,0.6,1,0.115384615384615,0,1,1,0.000312046345666,1,1.5
"आक्षेप",0.375,0.714285714285714,0.447154471544715,0.2,0.6,0.634615384615385,0.38785046728972,0.5,0.333333333333333,0.082980772699694,1,2.5
"फब्ती",0.25,0.142857142857143,0.178861788617886,0.2,0.4,0.307692307692308,0.018691588785047,0.5,0.333333333333333,0.02685807897853,1,2.25
"आवाज़ा",0.375,0,0.016260162601626,0,0.8,0.115384615384615,0,0,0.333333333333333,0,1,2
"आवाजा",0.25,0,0.016260162601626,0,0.6,0.115384615384615,0,0,0.666666666666667,0.07238118496208,1,2.5
"तर्कानुतर्क",1,0,0.040650406504065,1,0.8,0.153846153846154,0.065420560747664,1,1,0,1,1.5
